V_TRI_FORM_R_EZ.ACCURACY_SCORE,V_TRI_FORM_R_EZ.ACTIVE_DATE,V_TRI_FORM_R_EZ.ACTIVE_STATUS,V_TRI_FORM_R_EZ.AIR_TOTAL_RELEASE,V_TRI_FORM_R_EZ.CHEM_NAME,V_TRI_FORM_R_EZ.CHEM_PROCESSING_AID,V_TRI_FORM_R_EZ.CITY_NAME,V_TRI_FORM_R_EZ.DISP_LANDFILL_SURF_IMP,V_TRI_FORM_R_EZ.DISP_LAND_TREATMENT,V_TRI_FORM_R_EZ.DISP_OTHER_LAND_DISP,V_TRI_FORM_R_EZ.EST_ANNUAL_REDUCT_2,V_TRI_FORM_R_EZ.FACILITY_NAME,V_TRI_FORM_R_EZ.FAC_CLOSED_IND,V_TRI_FORM_R_EZ.GENERIC_CHEM_NAME,V_TRI_FORM_R_EZ.IMPORTED,V_TRI_FORM_R_EZ.LANDF_8795_RELEASE_NA,V_TRI_FORM_R_EZ.LANDF_8795_RELEASE_RANGE_CODE,V_TRI_FORM_R_EZ.LANDF_8795_TOT_REL,V_TRI_FORM_R_EZ.LAND_TOTAL_RELEASE,V_TRI_FORM_R_EZ.LAND_TREA_BASIS_EST_CODE,V_TRI_FORM_R_EZ.LAND_TREA_RELEASE_RANGE_CODE,V_TRI_FORM_R_EZ.LAND_TREA_TOT_REL,LATITUDE,LONGITUDE,V_TRI_FORM_R_EZ.OFF_SITE_CITY_1,V_TRI_FORM_R_EZ.OFF_SITE_CITY_3,V_TRI_FORM_R_EZ.OFF_SITE_CITY_4,V_TRI_FORM_R_EZ.ONS_WASTESTREAM_CODE_9,V_TRI_FORM_R_EZ.OTH_DISP_TOT_REL,V_TRI_FORM_R_EZ.OTH_LANDF_BASIS_EST_CODE,V_TRI_FORM_R_EZ.OTH_LANDF_RELEASE_NA,V_TRI_FORM_R_EZ.SOURCE,V_TRI_FORM_R_EZ.TRI_CHEM_ID,V_TRI_FORM_R_EZ.TRI_FACILITY_ID,V_TRI_FORM_R_EZ.WATER_TOTAL_RELEASE
33,1987,1,0.12,Lead  And Lead Compounds,0,JOHNSTOWN,0.034,0,0,,GAUTIER STEEL LTD,0,NA,0,,,0,0,,,0,40.328407,-78.91558,INDIANA,DAVIDSVILLE,,,0,,1,Reported,N420,15907GTRXX119WA,11
30,1987,1,0,1 2 4-Trimethylbenzene,0,READING,0,0,0,,BRENNTAG NORTHEAST LLC,0,NA,0,,,0,0,,,0,40.41702,-75.93381,,,,,0,,,Reported,95636,19605TXTLCPOTTS,0
30,1987,1,0,Lead  And Lead Compounds,1,ATGLEN,0,0,0,,ACTION MANUFACTURING CO,0,NA,1,,,0,0,,,0,39.89994,-75.96799,COLFAX,,,,0,,1,Reported,N420,19310CTNMF500BA,0
50,1987,1,0,Naphthalene,0,EDDYSTONE,0,0,0,,EDDYSTONE GENERATING STATION,0,NA,0,,,0,0,,,0,39.8588,-75.3236,,,,,0,,,Reported,91203,19022DDYSTNO1IN,0
50,1987,1,0,Nitric acid,0,MORRISVILLE,0,0,0,,UNIVAR USA INC MORRISVILLE,0,NA,0,,,0,0,,,0,40.165632,-74.760506,,,,,0,,,Reported,7697372,19067BSCCH5STEE,0
50,1987,1,11.1,Chromium,0,MOUNT CARMEL,4451.3,0,0,,ARCOS INDUSTRIES LLC,0,NA,0,,,0,0,,,0,40.80034,-76.43873,HATFIELD,YORK,,,0,,1,Reported,7440473,17851HSKNS1ARCO,0
30,1987,1,0,Nickel,0,COATESVILLE,0,0,0,,CIGAS MACHINE SHOP INC,0,NA,0,,,0,0,,,0,40.01903,-75.81837,PHILADELPHIA,,,,0,,1,Reported,7440020,19320CGSMC1245M,0
200,2012,1,6418.5,Hydrogen sulfide,0,PHILADELPHIA,0,0,0,,PHILADELPHIA ENERGY SOLUTIONS REFINING PHILADELPHIA REFINERY,0,NA,0,,,0,0,,,0,39.9147,-75.2005,,,,,0,,1,Reported,7783064,19145TLNTC3144P,38.04
30,1987,1,61,Certain glycol ethers,0,FRANKLIN,0,0,1192,,AM STABILIZERS CORP,0,NA,1,,,0,0,,,0,41.41127,-79.7968,CANTON,,,,0,,1,Reported,N230,1632WMSTBL24TWM,0
30,1995,1,10,Phenanthrene,0,SAINT MARYS,0,0,0,,GRAFTECH USA LLC,0,NA,0,,,0,0,,,0,41.4306,-78.54594,,,,,0,,1,Reported,85018,15857CRBNG800TH,0
5,1987,1,39,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,STEELTON,3273,0,0,,CLEVELAND-CLIFFS STEELTON LLC,0,NA,0,,,0,0,,,0,40.226389,-76.848611,YORK,,,,0,,1,Reported,N090,17113BTHLHFRONT,0
25,1995,1,0,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,FREDERICKSBURG,0,3082,0,,FARMER'S PRIDE INC,0,NA,0,,,0,0,,,0,40.445014,-76.43442,LEBANON,PINE GROVE,MYERSTOWN,,0,,1,Reported,N511,17026FRMRS154WM,33463
8,1987,1,20,Cyanide compounds,0,JENKINTOWN,1927,0,0,,SPS TECHNOLOGIES LLC,0,NA,0,,,0,0,,,0,40.101753,-75.138908,YORK,,,,0,,1,Reported,N106,19046SPSTCHIGHL,0
30,1995,1,0,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,EASTON,0,0,0,,TOWER PRODUCTS INC,0,NA,0,,,0,0,,,0,40.67354,-75.2492,,,,,0,,1,Reported,N511,18043TWRCHPOBOX,0
20,1987,1,2607,Nickel compounds,0,NEW CASTLE,0,0,0,,AMG TITANIUM ALLOYS & COATINGS,0,NA,0,,,0,0,,,0,41.0136,-80.3874,,,,,0,,1,Reported,N495,1610WNTRNT27FRE,0
50,2000,1,0.0024458,Dioxin and dioxin-like compounds,0,FRACKVILLE,0,0,0,,GILBERTON POWER CO,0,NA,0,,,0,0,,,0,40.79021,-76.19947,,,,,0,,1,Reported,N150,17931GLBRT50ELE,0
30,1987,1,0,Lead,0,WILLOW GROVE,0,0,0,,SCHEERER BEARING CORP,0,NA,0,,,0,0,,,0,40.15217,-75.10516,PHILADELPHIA,,,,0,,1,Reported,7439921,19090SCHRR645DA,0
10,1987,1,2655,Methyl methacrylate,0,BRISTOL,17,0,0,,ROHM & HAAS CHEMICALS LLC,0,NA,0,,,0,0,,,0,40.09384,-74.87413,MORRISVILLE,DETROIT,SOUTH PLAINFIELD,,0,,1,Reported,80626,19007RHMNDOLDRT,1.95
30,1987,1,10,Methanol,0,PITTSTON,0,0,0,,ACTON TECHNOLOGIES INC,0,NA,0,,,0,0,,,0,41.30872,-75.80299,BINGHAMTON,,,,0,,1,Reported,67561,18640CTNTC100TH,0
36130,1987,1,0.0423,Lead,0,PITTSBURGH,0,0,0,,LAFARGE RMX,0,NA,0,,,0,0,,,0,40.467028,-80.081715,,,,,0,,1,Reported,7439921,1520WLFRGC161CH,0
25,1987,1,500,Aniline,0,HERMITAGE,0,0,0,,INTERSTATE CHEMICAL CO INC,0,NA,0,,,0,0,,,0,41.196111,-80.471944,,,,,0,,1,Reported,62533,16148NTRST2797F,0
50,1987,1,0.4,Lead compounds,0,PITTSBURGH,0,0,0,,STEEL DYNAMICS INC - TECHS DIV - METALTECH PLANT,0,NA,0,,,0,0,,,0,40.4358,-79.97262,CLARKSVILLE,,,,0,,1,Reported,N420,15219MTLTC2400S,0
30,1987,1,0,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,WAYNESBORO,0,0,0,,NOVAE CORP - CAM SUPERLINE,0,NA,0,,,0,0,,,0,39.77522,-77.61988,WAYNESBORO,,,,0,,1,Reported,N090,1726WCMSPR4763Z,0
35900,2000,1,0.0003371,Dioxin and dioxin-like compounds,0,SHIPPINGPORT,0,0,0,,BRUCE MANSFIELD POWER PLANT,1,NA,0,,,0,0,,,0,40.6344,-80.42,,,,,0,,1,Reported,N150,15077FRSTNOFFRT,0
30,1987,1,1.3,Ethylene glycol,0,ALLENTOWN,0,0,0,,BEHR PROCESS CORP ALLENTOWN,0,NA,0,,,0,0,,,0,40.56607,-75.60377,YORK,,,,0,,1,Reported,107211,18106BHRPR7529M,0
17400,1987,1,660.6,Zinc compounds,0,NEW FLORENCE,0,0,0,,CONEMAUGH GENERATING STATION,0,NA,0,,,0,95921,,,0,40.3842,-79.0611,,,,,0,O ,0,Reported,N982,15944CNMGHRTE20,136.8
10,1987,1,336,n-Butyl alcohol,0,JAMESTOWN,0,0,0,,JAMESTOWN COATING TECHNOLOGIES,0,NA,0,,,0,0,,,0,41.48457,-80.4393,FREEDOM,,,,0,,1,Reported,71363,16134JMSTW108MA,0
50,1987,1,14,Manganese compounds,0,PITTSBURGH,24289,0,0,,MCCONWAY & TORLEY LLC PLT 1801,0,NA,0,,,0,0,,,0,40.478427,-79.961293,DUQUESNE,CANTON,MINGO JUNCTION,,0,,1,Reported,N450,15201MCCNW10948,760
31,1987,1,473,Hydrogen fluoride,0,TAMAQUA,1208.8,0,0,,VERSUM MATERIALS US LLC,0,NA,0,,,0,0,,,0,40.836389,-76.030833,VICKERY,YORK,PORT ARTHUR,,0,,1,Reported,7664393,18252RPRDCPOBOX,309.2
50,1987,1,20.7,Xylene (mixed isomers),0,HARLEYSVILLE,0,0,0,,PECORA CORP,0,NA,0,,,0,0,,,0,40.262036,-75.348841,HATFIELD,,,,0,,1,Reported,1330207,19438PCRCR165WA,0
1,1987,1,1401,Xylene (mixed isomers),0,CARLISLE,0,0,0,,CARLISLE SYNTEC A DIV OF CARLISLE CONSTRUCTION MATERIA,0,NA,0,,,0,0,,,0,40.199085,-77.222677,LEWISBERRY,,,,0,,1,Reported,1330207,17013CRLSL1509R,0
31,1987,1,131,Zinc compounds,0,PITTSBURGH,29696,0,0,,CALGON CARBON CORP NEVILLE ISLAND PLANT,0,NA,0,,,0,0,,,0,40.492329,-80.079626,LOWELLVILLE,,,,0,,1,Reported,N982,15225CLGNC200NE,0
30,1987,1,0,Copper,0,POTTSTOWN,0,0,0,,IMPERIAL PRECISION MFG INC,0,NA,0,,,0,0,,,0,40.23833,-75.62719,QUAKERTOWN,,,,0,,1,Reported,7440508,19464MPRLS1153S,0
30,2000,1,0,Vanadium compounds,0,FAIRLESS HILLS,0,0,0,,HEUBACH LTD,0,NA,0,,,0,0,,,0,40.18575,-74.79063,,,,,0,,,Reported,N770,19030HCTCH99NEW,0
50,1987,1,0,Molybdenum trioxide,0,POTTSTOWN,0,0,0,,TITAN INTERNATIONAL INC,0,NA,0,,,0,0,,,0,40.242907,-75.636707,,,,,0,,,Reported,1313275,19464NPCNCQUEEN,0
17400,1987,1,22468,Hydrogen fluoride,0,SHELOCTA,0,0,0,,KEYSTONE POWER PLANT,0,NA,0,,,0,0,,,0,40.6604,-79.3411,,,,,0,,1,Reported,7664393,15774KYSTNRTE21,0
30,1987,1,0,Zinc compounds,0,SCRANTON,0,0,0,,MITSUBISHI CHEMICAL ADVANCED MATERIALS,0,NA,0,,,0,0,,,0,41.43158,-75.6862,,,,,0,,,Reported,N982,18504PLYHS900NO,0
50,1987,1,0,Cobalt,0,GREENSBURG,0,0,0,,GENERAL CARBIDE CORP,0,NA,0,,,0,0,,,0,40.286209,-79.569798,CRABTREE,,,,0,,1,Reported,7440484,15601GNRLCGREEN,0
5,1995,1,0,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,NEW HOLLAND,0,0,0,,TYSON POULTRY INC-NEW HOLLAND COMPLEX,0,NA,0,,,0,0,,,0,40.090833,-76.086667,LITITZ,,,,0,,1,Reported,N511,17557VCTRF403SO,130000
31,1987,1,22.98,Copper,0,CRESSONA,72.88,0,0,,HYDRO EXTRUSION USA LLC CRESSONA OPERATION,0,NA,0,,,0,0,,,0,40.632927,-76.187912,CLEVELAND,YORK,EAST LIVERPOOL,,0,,1,Reported,7440508,17929CRSSNPOTTS,2.19
30,1995,1,0,Diisocyanates,0,MANSFIELD,0,0,0,,MURUS CO,0,NA,0,,,0,0,,,0,41.8688,-76.99024,,,,,0,,,Reported,N120,16933THMRSPOBOX,0
10,2000,1,0.002,Benzo[g h i]perylene,0,SMETHPORT,0.125,0,0,,INTERNATIONAL WAXES INC,0,NA,0,,,0,0,,,0,41.859383,-78.44517,KANE,,,,0,,1,Reported,191242,16749QKRSTINTER,0
50,1987,1,0,Copper,0,DU BOIS,0,0,0,,HPM INDUSTRIES INC/ATLAS PRESSED METALS,0,NA,0,,,0,0,,,0,41.120624,-78.746263,ST MARYS,,,,0,,1,Reported,7440508,15801TLSPR125TO,0
50,1995,1,0,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,SMITHFIELD,5,0,0,,JOHNSON MATTHEY INC,0,NA,0,,,0,0,,,0,39.81304,-79.774245,CANTON,,,,0,,1,Reported,N511,1547WJHNSN65MUN,0
50,1995,1,50,Polycyclic aromatic compounds,0,ALTOONA,0,0,0,,ALTOONA TERMINALS - DE LLC/ALTOONA TERMINAL,0,NA,0,,,0,0,,,0,40.45739,-78.431264,CARNEGIE,,,,0,,1,Reported,N590,1660WLTNTRBURNS,0
336,1987,1,0,Biphenyl,0,SHENANDOAH,0,0,0,,SAINT NICHOLAS COGENERATION PROJECT,0,NA,0,,,0,0,,,0,40.822464,-76.17337,,,,,0,,1,Reported,92524,17976STNCHHWY54,0
50,1987,1,13,Copper  And Copper Compounds,0,WASHINGTON,1663,0,0,,JESSOP STEEL LLC,0,NA,0,,,0,0,,,0,40.175905,-80.274784,IMPERIAL,APOLLO,BLAINVILLE,,0,,1,Reported,N100,15301JSSPS500GR,37
30,1987,1,0,Manganese,0,PHILADELPHIA,204,0,0,,US DEPARTMENT OF THE TREASURY US MINT AT PHILADELPHIA,0,NA,0,,,0,0,,,0,39.95396,-75.14789,EAST ALTON,MYERSTOWN,,,0,,1,Reported,7439965,19106NTDST151NI,0
30,1987,1,0,Copper,0,TRAFFORD,242,0,0,,CLEAVELAND/PRICE INC,0,NA,0,,,0,0,,,0,40.36593,-79.74597,GREENSBURG,IRWIN,,,0,,1,Reported,7440508,15085CLVLN14000,0
5,1987,1,13024,Copper,0,READING,0,0,0,,CAMBRIDGE-LEE INDUSTRIES,0,NA,0,,,0,0,,,0,40.413056,-75.947778,LANCASTER,,,,0,,1,Reported,7440508,19612RDNGTROUTE,4375
40,1987,1,89.2,Zinc compounds,0,PITTSBURGH,10103,0,0,,KOPP GLASS INC,0,NA,0,,,0,0,,,0,40.417936,-79.886043,CANTON,,,,0,,1,Reported,N982,15218KPPGL2108P,0
50,1995,1,1590,n-Hexane,0,ALTOONA,0,0,0,,ALTOONA TERMINALS - DE LLC/ALTOONA TERMINAL,0,NA,0,,,0,0,,,0,40.45739,-78.431264,CARNEGIE,,,,0,,1,Reported,110543,1660WLTNTRBURNS,7
10,1987,1,20,Butyl acrylate,0,SPRINGDALE,0,0,0,,PPG INDUSTRIESINC-SPRINGDALE COMPLEX,0,NA,0,,,0,0,,,0,40.536826,-79.785659,NEW KENSINGTON,,,,0,,1,Reported,141322,15144PPGND125CO,0
25,1987,1,0,Benzoyl peroxide,0,MONACA,0,0,0,,BVPV STYRENICS LLC,0,NA,0,,,0,0,,,0,40.655278,-80.356389,,,,,0,,,Reported,94360,15061RCCHMFRANK,0
50,1995,1,14.5,Diisocyanates,0,HARLEYSVILLE,0,0,0,,PECORA CORP,0,NA,0,,,0,0,,,0,40.262036,-75.348841,KEARNY,,,,0,,1,Reported,N120,19438PCRCR165WA,0
30,2000,1,0.00845,Benzo[g h i]perylene,0,LEBANON,0,0,0,,PENNSY SUPPLY INC PRESCOTT FACILITY,0,NA,0,,,0,0,,,0,40.3555,-76.35591,,,,,0,,1,Reported,191242,1704WPNNSY2PRES,0
31,1987,1,250,1 2 4-Trimethylbenzene,0,HARWICK,0,0,0,,WATSON STANDARD CO HARWICK PLANT,0,NA,0,,,0,0,,,0,40.554416,-79.809568,EAST CHICAGO,,,,0,,1,Reported,95636,15049WTSNS616HI,0
1,1987,1,8,Ethylene glycol,0,NEW KINGSTOWN,0,0,0,,SAFETY-KLEEN SYSTEMS NEW KINGSTOWN (NKP),0,NA,0,,,0,0,,,0,40.233481,-77.072058,BRESLAU,EAST CHICAGO,,,0,,1,Reported,107211,17072SFTYK10ELE,0
1,1987,1,10414,Hydrogen fluoride,1,COLLEGEVILLE,0,0,0,,SUPERIOR TUBE CO INC,0,NA,0,,,0,0,,,0,40.182969,-75.436071,YORK,,,,0,,1,Reported,7664393,19426SPRRT3900G,0
30,1987,1,0,Manganese compounds,0,MARS,0,0,0,,ESM GROUP INC MYOMA PLANT,0,NA,0,,,0,0,,,0,40.72787,-80.03014,,,,,0,,,Reported,N450,16046SMNCXMYOMA,0
10,1987,1,596,1 2 4-Trimethylbenzene,0,SPRINGDALE,0,0,0,,PPG INDUSTRIESINC-SPRINGDALE COMPLEX,0,NA,0,,,0,0,,,0,40.536826,-79.785659,WEST CARROLLTON,NEW KENSINGTON,,,0,,1,Reported,95636,15144PPGND125CO,0
50,1987,1,0,Chromium,0,CANONSBURG,250,0,0,,ALL-CLAD METALCRAFTERS LLC,0,NA,0,,,0,0,,,0,40.28138,-80.15496,IMPERIAL,CARNEGIE,ALIQUIPPA,,0,,1,Reported,7440473,15317CLDMTRD2HE,0
50,1987,1,39.76,Nickel,0,DUQUESNE,0,0,0,,THERMAL TRANSFER CORP,0,NA,0,,,0,0,,,0,40.376201,-79.844028,ELIZABETH,,,,0,,1,Reported,7440020,1511WTHRML5NRTH,0
50,1987,1,0,Manganese  And Manganese Compounds,0,WHEATLAND,627,0,0,,ZEKELMAN INDUSTRIES SHARON TUBE DIVISION-CHURCH ST,0,NA,0,,,0,0,,,0,41.202792,-80.505612,CANTON,,,,0,,1,Reported,N450,16161SHRNT20CHU,60.8
6,1995,1,0,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,CONESTOGA,0,0,0,,TURKEY HILL DAIRY,0,NA,0,,,0,0,,,0,39.961111,-76.446917,LANCASTER,,,,0,,1,Reported,N511,17516TRKYHRD2BO,0
35900,1987,1,17468,Dichloromethane,1,RIVERSIDE,0,0,0,,CHEROKEE PHARMACEUTICALS LLC,0,NA,0,,,0,0,,,0,40.96131,-76.64329,LINDEN,HOLLY HILL,,,0,,1,Reported,75092,17868MRCKC100AV,0
30,1987,1,0,Zinc compounds,0,SHIPPENSBURG,58,0,0,,JLG INDUSTRIES INC SHIPPENSBURG FACILITY,0,NA,0,,,0,0,,,0,40.068,-77.44954,GREENCASTLE,,,,0,,1,Reported,N982,17257JLGND560WA,0
17400,1987,1,2494,Selenium  And Selenium Compounds,0,NEW FLORENCE,0,0,0,,CONEMAUGH GENERATING STATION,0,NA,0,,,0,11666,,,0,40.3842,-79.0611,,,,,0,O ,0,Reported,N725,15944CNMGHRTE20,63
30,1987,1,267,Manganese compounds,0,COLUMBIA,60641,0,0,,ANVIL INTERNATIONAL LLC,0,NA,0,,,0,0,,,0,40.03129,-76.48294,LEWISBERRY,YORK,,,0,,1,Reported,N450,17512GRNNL1411L,0
100,1987,1,723,Butyl acrylate,0,ROCHESTER,0,0,0,,SHERWIN-WILLIAMS CO,0,NA,0,,,0,0,,,0,40.7115,-80.2885,BAKERSTOWN,,,,0,,1,Reported,141322,15074THVLS372CL,0
25,2012,1,6,Hydrogen sulfide,0,SAXONBURG,0,0,0,,II-VI INC,0,NA,0,,,0,0,,,0,40.731667,-79.818333,,,,,0,,1,Reported,7783064,16056VNCXX375SA,0
30,1995,1,4980,n-Hexane,1,MILL HALL,0,0,0,,CRODA INC,0,NA,0,,,0,0,,,0,41.11435,-77.47121,AVON,,,,0,,1,Reported,110543,17751CRDNCDRAKE,0
25,1987,1,7,Phenol,0,SAEGERTOWN,0,0,0,,PARKER LORD CORP,0,NA,0,,,0,0,,,0,41.713056,-80.141944,CLEVELAND,EL DORADO,ATTALLA,,0,,1,Reported,108952,16433LRDCRSOUTH,0
8,1987,1,0,Ethylene glycol,0,FRANKLIN,71,0,0,,BORCHERS AMERICAS INC,0,NA,0,,,0,0,,,0,41.412453,-79.797531,AVON,WAYNESBURG,WARREN,,0,,1,Reported,107211,16323MNYCHTWOMI,0
30,1987,1,38,Chromium,0,NEW BRIGHTON,530,0,0,,DAMASCUSS STEEL LLC,0,NA,0,,,0,0,,,0,40.74032,-80.30245,ZELIENOPLE,,,,0,,1,Reported,7440473,15066DMSCSPOBOX,5
20,1987,1,5164,Acetaldehyde,0,CLEARFIELD,0,0,0,,PENNSYLVANIA GRAIN PROCESSING LLC,0,NA,0,,,0,0,,,0,41.02828,-78.42462,,,,,0,,1,Reported,75070,1683WPNNSY25TEC,0
50,1987,1,0,Nickel compounds,0,YORK,0,0,0,,CMC REBAR-PA-YORK,1,NA,0,,,0,0,,,0,39.96552,-76.69348,,,,,0,,,Reported,N495,1740WCMCRB177TH,0
50,1987,1,0,Zinc compounds,0,ALLENTOWN,0,0,844.13,,NESTLE PURINA PETCARE CO,0,NA,0,,,0,0,,,0,40.617745,-75.575273,BAINBRIDGE,BLOOMSBURG,EAST EARL,,0,,1,Reported,N982,18001LPPTFROUTE,74.4
50,1987,1,1330,Cyclohexane,0,ALTOONA,0,0,0,,ALTOONA TERMINALS - DE LLC/ALTOONA TERMINAL,0,NA,0,,,0,0,,,0,40.45739,-78.431264,CARNEGIE,,,,0,,1,Reported,110827,1660WLTNTRBURNS,4
10,1987,1,2.87,Nickel compounds,0,SPRINGDALE,0,0,0,,PPG INDUSTRIESINC-SPRINGDALE COMPLEX,0,NA,0,,,0,0,,,0,40.536826,-79.785659,CIRCLEVILLE,,,,0,,1,Reported,N495,15144PPGND125CO,0
50,1987,1,79,Nickel  And Nickel Compounds,0,WASHINGTON,13966,0,0,,JESSOP STEEL LLC,0,NA,0,,,0,0,,,0,40.175905,-80.274784,IMPERIAL,APOLLO,BLAINVILLE,,0,,1,Reported,N495,15301JSSPS500GR,97
25,1987,1,0,Ethyl acrylate,0,MILL HALL,0,0,0,,AVERY DENNISON MILL HALL,0,NA,0,,,0,0,,,0,41.1153,-77.468133,,,,,0,,,Reported,140885,17751VRYCHDRAKE,0
30,1987,1,0,Chromium compounds (except for chromite ore mined in the Transvaal Region),0,POTTSVILLE,0,0,0,,WORLD RESOURCES CO,0,NA,0,,,0,0,,,0,40.6877,-76.23315,,,,,0,,,Reported,N090,17901WRLDRWALNU,0
17466,1990,1,30.4,Allyl alcohol,0,GLEN ROCK,0,0,0,,BIMAX INC,0,NA,1,,,0,0,,,0,39.818601,-76.6872,SUMTER,,,,0,,1,Reported,107186,17327PMXNC158IN,0
18550,1987,1,12.74,Nickel compounds,0,FRACKVILLE,7247.46,0,0,,WHEELABRATOR FRACKVILLE ENERGY CO INC,0,NA,0,,,0,0,,,0,40.7817,-76.1781,FRACKVILLE,,,,0,,1,Reported,N495,17931WHLBRMOREA,0
30,1987,1,0,Phthalic anhydride,0,HARMONY,0,0,0,,ADVANCED POLYMER TECHNOLOGY,0,NA,0,,,0,0,,,0,40.80589,-80.08325,,,,,0,,1,Reported,85449,16037CNCCRLOWER,0
50,1987,1,0.0073,Cobalt,0,JOHNSTOWN,37,0,0,,NORTH AMERICAN HOGANAS HIGH ALLOYS LLC,0,NA,0,,,0,0,,,0,40.294769,-78.916457,HUDSON,WAYNESBURG,DETROIT,,0,,1,Reported,7440484,15902SCMMT101BR,0.111
50,1987,1,37,Chromium Compounds(Except Chromite Ore Mined In The Transvaal Region),0,ROCHESTER,14,0,0,,ATI PRECISION FINISHING LLC - ROCHESTER FACILITY,0,NA,0,,,0,0,,,0,40.705031,-80.291431,NEW CASTLE,,,,0,,1,Reported,N090,15074RMMTL49753,0
30,1987,1,0,Cobalt,0,IRWIN,0,0,0,,INNOVATIVE CARBIDE LLC,0,NA,0,,,0,0,,,0,40.3362,-79.71914,,,,,0,,1,Reported,7440484,1564WNNVTV114PA,0
100,2000,1,20,Vanadium compounds,0,READING,3368,0,0,,CARPENTER TECHNOLOGY CORP,0,NA,0,,,0,0,,,0,40.361105,-75.936838,ELLWOOD CITY,,,,0,,1,Reported,N770,19612CRPNT101WB,0
18550,1987,1,705,Dibenzofuran,0,CLAIRTON,0,0,0,,USS-CLAIRTON PLANT,0,NA,0,,,0,0,,,0,40.305088,-79.876911,EAST LIVERPOOL,,,,0,,1,Reported,132649,15025SSCLR400ST,24
35900,1987,1,13499,Acetaldehyde,0,WYSOX,0,0,0,,JELD-WEN INC FIBER DIV - PA,0,NA,0,,,0,0,C ,,0,41.76242,-76.42046,,,,A,0,,1,Reported,75070,18848MSNTCMASON,16
50,1995,1,0,Nitrate compounds (water dissociable; reportable only when in aqueous solution),0,SWIFTWATER,1,0,0,,SANOFI PASTEUR INC,0,NA,0,,,0,0,,,0,41.09475,-75.32632,PEN ARGYL,,,,0,,1,Reported,N511,18370CNNGHRT611,6656
10,1987,1,0,Methyl tert-butyl ether,0,MARS,0,0,0,,PURVIS BROTHERS INC,0,NA,0,,,0,0,,,0,40.68847,-80.00566,,,,,0,,,Reported,1634044,16046PRVSB321MA,0
30,1987,1,0,Antimony compounds,0,FAIRLESS HILLS,0,0,0,,HEUBACH LTD,0,NA,0,,,0,0,,,0,40.18575,-74.79063,,,,,0,,,Reported,N010,19030HCTCH99NEW,0
30,1987,1,0,Ammonia,0,CHAMBERSBURG,0,0,0,,KNOUSE FOODS COOP INC CHAMBERSBURG PLANT,0,NA,0,,,0,0,,,0,39.94037,-77.65185,,,,,0,,,Reported,7664417,17201KNSFD521EG,0
50,1987,1,5277,Styrene,0,PHILADELPHIA,0,0,0,,INEOS COMPOSITES PHILADELPHIA PLANT,0,NA,0,,,0,0,,,0,39.909557,-75.130454,BINGHAMTON,,,,0,,1,Reported,100425,19148SHLND2801S,0
50,1987,1,0,Ethylene glycol,0,MARS,0,0,0,,FBC CHEMICAL CORP,0,NA,0,,,0,0,,,0,40.691364,-80.000636,,,,,0,,,Reported,107211,16046FBCCH634RT,0
150,1987,1,0.022,Lead,0,CAMP HILL,0.5,0,0,,SKYLINE STEEL LLC-CAMP HILL,0,NA,0,,,0,0,,,0,40.216133,-76.940452,NEWBURG,,,,0,,1,Reported,7439921,1701WSKYLN125ST,1.46
30,1987,1,0,Antimony  And Antimony Compounds,0,PHILADELPHIA,0,0,0,,AKDENIZ CHEMSON ADDITIVES INC,0,NA,1,,,0,0,,,0,39.89692,-75.23338,MORGANTOWN,,,,0,,1,Reported,N010,19153CHMSN7825H,0
30,1987,1,1710,Phthalic anhydride,0,PITTSBURGH,0,0,0,,INEOS COMPOSITES US LLC,0,NA,0,,,0,0,,,0,40.49761,-80.09127,EAST CHICAGO,,,,0,,1,Reported,85449,15225SHLND2650N,0
30,1987,1,262.9,1 2 4-Trimethylbenzene,0,LANCASTER,0,0,0,,JL CLARK LLC,0,NA,0,,,0,88.13,,,0,40.04417,-76.2981,,,,,88.13,,1,Reported,95636,17604JLCLR303NO,0
17630,1995,1,0.01,Polycyclic aromatic compounds,0,BANGOR,12,0,0,,MARTINS CREEK STEAM ELECTRIC STATION,0,NA,0,,,0,0,,,0,40.797762,-75.105416,FLANDERS,,,,0,,1,Reported,N590,18013MRTNS6605F,0
31,1987,1,129,Manganese,0,ERIE,96,0,0,,GE TRANSPORTATION - ERIE,0,NA,1,,,0,0,,,0,42.145453,-80.02544,ERIE,,,,0,,1,Reported,7439965,16531GNRLL2901E,91
50,1987,1,150,Ethylbenzene,0,AMBRIDGE,0,0,0,,METAL COATERS,1,NA,0,,,0,0,,,0,40.602241,-80.233939,AVON,EAST CHICAGO,,,0,,1,Reported,100414,15003HHRBR14THS,0
50,1987,1,0.01,Mercury compounds,0,WHITEHALL,0,0,0,,HOLCIM (US) INC -  WHITEHALL PLANT,0,NA,0,,,0,0,,,0,40.687646,-75.506305,,,,,0,,1,Reported,N458,18052LFRGC5160M,0
